bathrooms,bedrooms,square_feet,latitude,longitude,price
1,1,300,39.1471,-86.5136,590
1,2,300,39.1471,-86.5136,590
1,2,300,39.1471,-86.5136,585
1,2,300,40.1145,-88.2723,580
1,1,300,35.823,-78.6438,400
1,1,301,39.5197,-119.8342,1195
1,1,306,39.5197,-119.8342,1094
1,0,308,40.4969,-86.9659,725
1,0,309,45.5091,-122.6449,1099
1,2,310,42.6398,-71.3184,1222
1,0,313,37.7599,-122.4379,2195
1,1,313,39.7953,-86.1387,760
1,2,314,41.2321,-111.9813,650
1,0,315,37.7599,-122.4379,2695
1,2,315,61.1723,-149.8414,730
1,0,315,38.0172,-84.4931,659
1,1,317,40.3613,-86.9005,775
1,0,318,38.9799,-77.0798,1350
1,1,319,41.8625,-87.6825,1100
1,1,320,41.8625,-87.6825,965
1,0,320,41.4648,-81.6794,675
1,1,321,39.6894,-105.1119,925
1,1,322,43.0531,-87.9659,845
1,2,324,43.0724,-89.4003,700
1,2,325,42.328,-71.071,2700
1,2,325,33.8517,-118.3978,1995
1,1,325,47.616,-122.3275,1350
1,2,325,41.8625,-87.6825,1349
1,2,325,36.1554,-115.1733,975
1,0,325,41.8625,-87.6825,925
1,2,325,41.8625,-87.6825,899
1,2,325,41.1873,-73.1811,700
1,2,325,41.6675,-83.5837,325
1,1,330,39.6665,-105.0962,915
1,0,330,40.4969,-86.9659,799
1,1,330,39.0744,-94.5521,710
1,2,332,37.7599,-122.4379,2695
1,1,332,37.7599,-122.4379,2295
1,2,333,39.736,-104.9819,1079
1,2,334,30.3054,-97.7497,1386
1,1,335,41.5927,-93.6276,800
1,0,336,37.7856,-122.4121,2195
1,2,336,43.0834,-87.8861,1100
1,1,336,28.0076,-82.4792,1099
1,0,336,32.2264,-110.9438,625
1,2,337,30.3054,-97.7497,809
1,0,338,37.7599,-122.4379,2295
1,2,338,29.6533,-82.3656,1160
1,2,338,44.9605,-89.6304,998
1,2,338,45.5091,-122.6449,990
1,1,340,43.0724,-89.4003,785
1,2,340,40.4969,-86.9659,720
1,0,341,33.3898,-111.9272,1240
1,0,342,37.7599,-122.4379,2395
1,2,342,40.3613,-86.9005,480
1,0,344,35.0462,-85.2352,800
1,1,346,47.616,-122.3275,1655
1,1,346,44.9855,-93.3023,899
1,1,347,38.6274,-90.304,600
1,2,348,39.0744,-94.5521,699
1,0,350,37.7599,-122.4379,2195
1,2,350,42.2711,-83.745,1670
1,1,350,37.3108,-121.8645,1650
1,2,350,38.9118,-77.0132,1550
1,0,350,34.0372,-118.2972,1400
1,0,350,45.5091,-122.6449,1299
1,0,350,47.616,-122.3275,1299
1,2,350,42.7742,-71.0937,1200
1,1,350,40.0054,-75.1415,1145
1,1,350,43.0724,-89.4003,1000
1,0,350,41.8625,-87.6825,940
1,2,350,40.1119,-82.9128,895
1,0,350,30.3054,-97.7497,875
0,1,350,33.5783,-111.8902,849
1,1,350,41.8625,-87.6825,800
1,0,350,47.6794,-117.4018,710
1,0,350,39.597,-78.8345,699
1,2,350,61.1723,-149.8414,695
0,0,350,43.047,-76.156,600
1,0,350,32.2264,-110.9438,592
1,1,351,45.5091,-122.6449,1225
1,2,352,30.3054,-97.7497,1246
1,0,352,34.0786,-118.2615,1225
1,1,354,38.9163,-94.3719,675
1,0,355,34.0372,-118.2972,1400
1,1,355,40.1171,-88.1889,585
1,2,357,41.8625,-87.6825,1125
1,2,357,41.4729,-81.7374,614
1,2,360,40.7647,-74.2119,1225
1,2,360,44.9545,-123.0072,875
1,2,360,30.3054,-97.7497,850
1,1,360,43.0724,-89.4003,670
1,1,360,40.1145,-88.2723,639
1,1,360,36.116,-95.9281,495
1,2,362,38.9118,-77.0132,1750
1,1,362,41.8625,-87.6825,1050
1,0,362,30.3054,-97.7497,950
1,2,367,45.5091,-122.6449,1200
1,1,367,41.8625,-87.6825,985
1,2,368,41.3708,-72.9259,965
1,1,368,43.2932,-86.2829,530
1,2,369,47.616,-122.3275,1530
1,1,369,33.7815,-118.1934,1000
1,1,369,39.064,-94.5819,720
1,0,370,40.4841,-74.4526,1225
1,1,370,45.5091,-122.6449,1025
1,1,370,29.4,-95.2394,765
1,1,375,34.0231,-118.4811,1975
1,1,375,32.7876,-117.1265,1525
1,1,375,45.5091,-122.6449,1175
1,2,375,30.3054,-97.7497,940
1,1,375,40.4969,-86.9659,850
1,1,375,33.5178,-112.0848,829
1,0,375,40.4969,-86.9659,799
1,2,375,44.9855,-93.3023,773
1,1,375,42.8224,-89.0658,386
1,2,377,25.7603,-80.3005,1400
1,1,378,37.7599,-122.4379,3095
1,2,378,45.5091,-122.6449,1275
1,0,378,30.3054,-97.7497,929
1,2,379,33.8666,-118.0485,1591
1,1,380,37.7599,-122.4379,2895
1,0,380,37.7599,-122.4379,2695
1,0,380,32.7876,-117.1265,1400
1,2,380,61.1723,-149.8414,955
1,1,380,32.2264,-110.9438,540
1,2,381,37.7599,-122.4379,2895
1,2,382,37.7599,-122.4379,2874
1,2,382,35.9695,-83.981,635
1,1,384,41.8625,-87.6825,902
1,0,385,37.7599,-122.4379,2395
1,1,385,45.5091,-122.6449,1250
1,1,385,39.1471,-86.5136,540
1,1,385,37.2935,-87.127,350
1,2,386,45.5091,-122.6449,1262
1,0,389,45.5091,-122.6449,1115
1,2,390,41.824,-71.4315,2095
1,1,390,38.9118,-77.0132,1800
1,2,390,28.5163,-81.3644,879
1,1,390,40.4969,-86.9659,699
1,1,390,40.1171,-88.1889,640
1,1,391,30.3054,-97.7497,999
1,1,391,30.3054,-97.7497,959
1,0,393,38.9118,-77.0132,1654
1,2,393,29.5122,-98.5226,995
1,0,394,30.3054,-97.7497,919
1,0,395,34.0372,-118.2972,1350
1,1,395,41.8625,-87.6825,1045
1,2,395,30.3054,-97.7497,976
1,2,395,48.7871,-122.4437,762
1,1,396,30.3054,-97.7497,1050
1,1,397,45.5091,-122.6449,1225
1,2,398,37.7599,-122.4379,2495
1,1,398,41.8625,-87.6825,1173
1,2,398,30.3054,-97.7497,1005
1,2,398,30.3054,-97.7497,1000
1,2,398,30.3054,-97.7497,875
1,2,400,26.0512,-80.147,3000
1,0,400,34.0231,-118.4811,2450
1,1,400,33.8323,-117.9079,2050
1,0,400,38.9118,-77.0132,1659
1,1,400,47.3002,-122.2168,1625
1,2,400,39.8163,-98.5576,1599
1,0,400,40.6997,-73.8103,1599
1,1,400,null,null,1580
1,1,400,33.1463,-117.1694,1500
1,1,400,33.8323,-117.9079,1500
1,0,400,32.7876,-117.1265,1450
1,1,400,37.9917,-122.5247,1415
1,1,400,39.6828,-104.8078,1400
1,1,400,42.2711,-83.745,1395
1,1,400,32.7685,-117.0046,1375
1,1,400,33.8897,-118.1257,1355
1,1,400,38.9118,-77.0132,1345
1,1,400,42.3895,-71.1039,1250
1,2,400,41.8625,-87.6825,1242
1,1,400,45.5091,-122.6449,1225
1,1,400,37.3108,-121.8645,1215
1,1,400,33.5178,-112.0848,1200
1,1,400,43.0724,-89.4003,1160
1,1,400,39.4276,-76.7727,1150
1,1,400,39.8228,-105.1107,1100
1,1,400,43.0681,-70.7854,1100
1,2,400,28.0076,-82.4792,1099
1,1,400,30.3054,-97.7497,1095
1,2,400,30.3054,-97.7497,1090
1,2,400,30.3054,-97.7497,1085
1,1,400,41.8625,-87.6825,1050
1,2,400,30.3054,-97.7497,1045
1,2,400,30.3054,-97.7497,1040
1,1,400,26.0066,-80.2959,1035
1,2,400,39.6828,-104.8078,1012
1,1,400,40.0054,-75.1415,1000
1,1,400,47.2154,-122.4608,1000
1,1,400,44.9855,-93.3023,995
1,3,400,30.3043,-97.7169,975
1,0,400,30.3054,-97.7497,975
1,1,400,26.0066,-80.2959,975
1,1,400,35.6101,-78.4715,950
1,2,400,44.9855,-93.3023,945
1,0,400,30.3054,-97.7497,925
1,1,400,34.0364,-84.3473,925
1,1,400,43.0758,-70.9427,925
1,1,400,44.9368,-93.3605,919
1,1,400,40.0213,-105.2552,910
1,3,400,30.3054,-97.7497,900
1,1,400,38.7418,-77.4684,900
1,1,400,30.3054,-97.7497,900
1,1,400,37.1451,-76.5397,899
1,2,400,30.3054,-97.7497,895
1,0,400,30.3054,-97.7497,895
1,0,400,30.3054,-97.7497,895
1,0,400,30.3054,-97.7497,895
1,1,400,39.8895,-104.9641,875
1,2,400,30.3054,-97.7497,875
1,1,400,45.4913,-122.4185,875
1,1,400,41.7609,-72.7477,865
1,2,400,30.3054,-97.7497,857
1,0,400,29.7714,-95.4343,850
1,1,400,null,null,850
1,1,400,29.7714,-95.4343,850
1,1,400,40.0994,-104.8079,845
1,0,400,39.3284,-76.6021,829
1,1,400,39.6828,-104.8078,800
1,1,400,40.4969,-86.9659,799
1,2,400,41.8625,-87.6825,799
1.5,0,400,36.193,-115.2946,750
1,2,400,45.2764,-92.9901,720
1,1,400,39.9974,-82.9829,720
1,1,400,40.162,-105.1342,700
1,1,400,39.736,-104.9819,700
1,2,400,30.8542,-96.9773,695
1,1,400,30.2989,-81.6324,691
1,1,400,25.7603,-80.3005,690
1,1,400,39.1471,-86.5136,660
1,0,400,41.2562,-96.0404,615
1,1,400,26.6942,-81.8779,600
1,1,400,39.736,-104.9819,600
1,2,400,40.3613,-86.9005,599
1,0,400,36.0646,-79.8238,500
1,1,400,32.3841,-93.6685,499
1,1,400,39.736,-104.9819,475
1,1,400,41.0767,-80.674,435
1,2,400,48.2469,-101.3017,425
1,2,400,29.9142,-93.9383,300
1,1,401,30.3054,-97.7497,975
1,2,402,42.3635,-71.0825,2460
1,2,403,43.0735,-88.0172,1050
2,2,404,32.5975,-85.4777,1198
1,1,404,32.2264,-110.9438,635
1,0,405,42.3895,-71.1039,1975
1,2,405,33.7606,-118.0806,1725
1,0,405,38.9118,-77.0132,1495
1,1,405,43.0531,-87.9659,1085
1,0,405,39.7333,-104.914,1085
1,null,405,33.4993,-111.9838,849
1,3,405,40.4448,-79.9725,780
1,1,406,34.1176,-118.3327,1670
1,0,406,34.0372,-118.2972,1650
1,2,406,40.1145,-88.2723,1025
1,0,407,33.5178,-112.0848,950
1,0,408,37.7599,-122.4379,2495
1,0,408,40.4841,-74.4526,1225
1,2,409,47.4826,-122.3023,1350
1,1,409,45.4913,-122.4185,950
1,2,410,38.7128,-77.1561,1450
1,0,410,40.4448,-79.9725,950
1,2,410,30.3054,-97.7497,925
1,1,410,30.3054,-97.7497,925
1,2,410,30.3054,-97.7497,859
1,1,410,39.8296,-75.0152,695
1,2,410,42.0259,-93.6516,595
1,2,410,42.0259,-93.6516,595
1,1,410,35.1872,-101.8587,560
1,1,410,41.2358,-80.7613,420
1,2,411,30.3054,-97.7497,965
1,2,412,45.5209,-122.6979,1115
1,1,413,41.8625,-87.6825,1039
1,2,414,38.9118,-77.0132,1540
1,1,414,45.5091,-122.6449,1300
1,2,414,30.3054,-97.7497,895
1,1,414,39.0744,-94.5521,750
1,2,414,36.9141,-76.2882,715
1,2,415,33.7489,-118.2867,1450
1,2,415,40.0054,-75.1415,1300
1,1,415,41.8625,-87.6825,1130
1,1,415,41.8625,-87.6825,1015
1,2,415,30.3054,-97.7497,999
1,0,415,33.5137,-86.7893,699
1,0,415,33.5137,-86.7893,699
1,1,415,36.0785,-94.1531,650
1,2,416,30.3054,-97.7497,1399
1,2,417,37.7599,-122.4379,4000
1,3,418,41.824,-71.4315,2013
1,2,418,36.137,-86.783,1294
1,2,418,45.5091,-122.6449,1175
1,2,418,39.0744,-94.5521,875
1,0,419,37.7599,-122.4379,2895
1,1,419,42.3882,-83.1122,1890
1,1,420,34.0372,-118.2972,2100
1,1,420,34.0628,-118.2754,1640
1,1,420,34.0372,-118.2972,1255
1,1,420,41.8625,-87.6825,1250
1,1,420,41.8625,-87.6825,1050
1,1,420,27.7873,-82.6772,999
1,0,420,43.0724,-89.4003,995
1,2,420,30.3054,-97.7497,920
1,1,420,30.3054,-97.7497,920
1,1,420,32.8212,-96.7853,850
1,1,420,30.2091,-92.0348,725
1,1,420,40.4969,-86.9659,699
1,2,420,39.1471,-86.5136,600
1,3,420,39.1471,-86.5136,569
1,1,420,32.2264,-110.9438,560
1,1,422,47.616,-122.3275,1295
1,2,422,30.3054,-97.7497,870
1,2,422,39.064,-94.5815,805
1,2,422,40.0054,-75.1415,685
1,3,423,36.8961,-76.255,1219
1,2,423,61.1723,-149.8414,885
1,0,425,38.9118,-77.0132,1570
1,2,425,47.7046,-122.1989,1405
1,1,425,30.3054,-97.7497,1399
1,0,425,34.0372,-118.2972,1350
1,2,425,61.1723,-149.8414,1170
1,0,425,30.3054,-97.7497,995
1,1,425,30.3054,-97.7497,925
1,0,425,30.3054,-97.7497,905
1,1,425,30.3054,-97.7497,800
1,1,425,30.3054,-97.7497,799
1,1,425,33.2572,-95.9291,795
1,1,426,38.9118,-77.0132,2135
1,1,426,42.328,-71.071,2060
1,1,426,45.5091,-122.6449,1295
1,2,426,38.8562,-104.772,1045
1,0,426,32.2264,-110.9438,899
1,1,426,41.8625,-87.6825,814
1,2,428,33.8412,-118.3572,1745
1,1,428,40.722,-74.0644,1395
1,2,428,41.8625,-87.6825,1249
1,2,428,45.5091,-122.6449,1195
1,3,428,39.1679,-84.4933,785
1,1,428,40.4969,-86.9659,699
1,0,429,37.7599,-122.4379,2695
1,1,430,41.9643,-87.6502,1325
1,2,430,43.0724,-89.4003,1125
1,0,430,40.4448,-79.9725,895
1,1,430,41.3498,-72.1062,895
1,1,430,41.3498,-72.1062,845
1,2,430,30.3054,-97.7497,800
1,2,430,41.3498,-72.1062,775
1,2,430,41.3498,-72.1062,775
1,2,430,41.3498,-72.1062,765
1,2,430,41.3498,-72.1062,765
1,0,430,39.0744,-94.5521,650
1,1,430,41.0902,-81.5376,645
1,2,431,38.8738,-77.1055,1549
1,2,431,47.7637,-122.118,1530
1,0,431,37.7599,-122.4379,1500
1,1,432,37.7599,-122.4379,3095
1,1,432,37.7599,-122.4379,2509
1,2,432,30.3054,-97.7497,890
1,2,433,38.9118,-77.0132,1895
1,2,433,35.1211,-89.9517,899
1,2,434,30.3054,-97.7497,1645
1,3,434,30.3054,-97.7497,1026
1,2,434,35.4718,-97.518,827
1,1,435,25.7603,-80.3005,1630
1,2,435,45.5091,-122.6449,1250
1,2,435,40.0054,-75.1415,1150
1,1,436,42.2919,-71.4269,1344
1,0,437,30.3054,-97.7497,895
1,1,438,44.9855,-93.3023,1215
1,1,438,45.5091,-122.6449,1100
1,2,438,39.1679,-84.4933,1040
1,2,439,37.7599,-122.4379,2995
1,3,440,28.5163,-81.3644,949
1,2,440,30.3054,-97.7497,899
1,2,440,30.3054,-97.7497,881
1,0,440,33.5178,-112.0848,879
1,1,440,35.0462,-85.2352,835
1,1,440,29.4624,-98.5253,740
1,1,440,38.8562,-104.772,635
1,1,441,37.7599,-122.4379,2795
1,1,441,37.7599,-122.4379,2295
1,2,441,45.5091,-122.6449,1270
1,2,441,30.5118,-97.6873,989
1,1,442,45.5223,-122.9416,1195
1,1,442,35.0462,-85.2352,750
1,2,442,32.275,-95.3017,535
1,2,442,32.275,-95.3017,535
1,1,443,29.7714,-95.4343,665
1,1,444,45.5091,-122.6449,1250
1,1,444,30.3054,-97.7497,837
1,2,444,61.1723,-149.8414,830
1,2,445,42.3895,-71.1039,2341
1,0,445,45.5091,-122.6449,1295
1,1,445,41.8625,-87.6825,1175
1,2,446,42.0454,-87.6964,1530
1,1,446,45.5091,-122.6449,1325
1,2,446,38.6274,-90.304,1099
1,1,446,41.4729,-81.7374,545
1,1,447,37.7599,-122.4379,2895
1,0,447,37.7599,-122.4379,2195
1,2,447,30.3054,-97.7497,1684
1,2,447,47.616,-122.3275,1335
1,1,447,30.6505,-97.6809,895
1,1,447,40.1145,-88.2723,775
1,1,447,32.8212,-96.7853,675
1,1,448,37.7599,-122.4379,2500
1,2,448,30.3054,-97.7497,1729
1,2,448,30.3054,-97.7497,1688
1,2,448,39.063,-94.5749,739
1,1,449,42.3882,-83.1122,950
1,2,449,38.8094,-104.8448,820
1,0,450,37.8651,-122.531,3000
1,1,450,39.3191,-76.6126,1950
1,2,450,38.9118,-77.0132,1818
1,0,450,33.7834,-118.1506,1795
1,0,450,37.7904,-122.2151,1750
1,1,450,38.9118,-77.0132,1535
1,0,450,34.0372,-118.2972,1495
1,2,450,40.4448,-79.9725,1475
1,1,450,41.8625,-87.6825,1365
1,1,450,28.0076,-82.4792,1349
1,1,450,34.0985,-117.466,1345
1,2,450,44.9855,-93.3023,1299
1,0,450,34.0372,-118.2972,1295
1,1,450,30.5969,-96.3034,1225
1,2,450,43.0724,-89.4003,1225
1,2,450,47.5988,-122.1507,1200
1,2,450,42.2711,-83.745,1199
1,1,450,47.5968,-122.7026,1195
1,1,450,40.7936,-74.1644,1195
1,2,450,43.0531,-87.9659,1095
1,2,450,47.8028,-122.2849,1073
1,1,450,44.9855,-93.3023,1069
1,3,450,30.3054,-97.7497,1041
1,0,450,45.5091,-122.6449,1000
1,1,450,42.3882,-83.1122,995
1,2,450,30.3054,-97.7497,969
1,1,450,30.3054,-97.7497,900
1,2,450,30.3054,-97.7497,897
1,1,450,36.2548,-115.5263,884
1,2,450,61.1738,-149.9301,860
1,2,450,27.7873,-82.6772,829
1,2,450,40.4969,-86.9659,799
1,1,450,36.0402,-86.6385,790
1,1,450,39.0744,-94.5521,770
1,1,450,39.0744,-94.5521,766
1,2,450,39.7953,-86.1387,752
1,1,450,37.0867,-76.4941,750
1,1,450,42.9112,-78.8171,725
1,1,450,32.878,-96.7511,719
1,2,450,29.6803,-95.1845,687
1,1,450,39.9382,-75.1008,675
1,1,450,39.1679,-84.4933,655
1,2,450,39.0744,-94.5521,650
1,3,450,37.0867,-76.4941,635
1,1,450,40.1145,-88.2723,600
1,0,450,39.1478,-94.5689,595
1,0,450,39.1984,-96.6052,575
1,1,450,37.7262,-89.2229,500
1,0,450,37.7059,-85.8628,490
1,1,450,35.5427,-100.9644,475
1,1,451,42.3739,-71.1155,2525
1,0,451,38.9057,-76.9861,1818
1,3,451,42.2081,-70.9524,1483
1,2,451,30.3054,-97.7497,805
1,1,452,38.9118,-77.0132,1796
1,3,452,32.6857,-96.6013,605
1,1,453,30.3054,-97.7497,1722
1,0,453,33.9966,-118.4305,1650
1,1,454,37.7599,-122.4379,3595
1,1,454,42.6742,-73.7936,950
1,1,455,45.5091,-122.6449,1250
1,1,455,32.2276,-110.8226,570
1,0,455,32.2264,-110.9438,550
1,2,456,33.8412,-118.3572,1830
1,2,456,33.8363,-118.333,1795
1,2,456,38.9118,-77.0132,1612
1,1,456,43.0724,-89.4003,835
1,2,456,37.0835,-113.5823,825
1,1,456,33.4146,-111.766,825
1,1,456,41.9419,-86.3526,550
1,2,457,43.6046,-116.2475,1230
1,1,458,37.7599,-122.4379,2395
1,2,458,26.1605,-97.9198,485
1,1,459,45.5091,-122.6449,1275
1,2,459,39.3191,-76.6126,1135
1,3,459,42.0259,-93.6516,700
1,2,460,41.3245,-72.9194,1695
1,1,460,44.041,-123.1254,1469
1,3,460,43.0531,-87.9659,1150
1,1,460,30.3054,-97.7497,840
